Country,Region,ISO,Indicator name,Year,Value,ITU estimate?
Cambodia,Asia & Pacific,KHM,Active mobile-broadband subscriptions per 100 inhabitants,2010,1,
Cambodia,Asia & Pacific,KHM,Fixed broadband subscriptions per 100 inhabitants,2010,0.2,
Cambodia,Asia & Pacific,KHM,Fixed-telephone subscriptions per 100 inhabitants,2010,2.5,
Cambodia,Asia & Pacific,KHM,Individuals using the Internet. total (%),2010,1.3,
Cambodia,Asia & Pacific,KHM,International bandwidth per Internet user (kbit/s),2010,27627.3,
Cambodia,Asia & Pacific,KHM,Mobile-cellular subscriptions per 100 inhabitants,2010,56.7,
Cambodia,Asia & Pacific,KHM,Population covered by a mobile-cellular network (%),2010,99,
Cambodia,Asia & Pacific,KHM,Total fixed broadband subscriptions,2010,35666,
Cameroon,Africa,CMR,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Cameroon,Africa,CMR,Fixed broadband subscriptions per 100 inhabitants,2010,0,
Cameroon,Africa,CMR,Fixed-telephone subscriptions per 100 inhabitants,2010,2.7,
Cameroon,Africa,CMR,Households with a computer at home (%),2010,7.2,
Cameroon,Africa,CMR,Households with Internet access at home (%),2010,1.9,
Cameroon,Africa,CMR,Individuals using the Internet. total (%),2010,4.3,yes
Cameroon,Africa,CMR,International bandwidth per Internet user (kbit/s),2010,376.7,
Cameroon,Africa,CMR,Mobile-cellular subscriptions per 100 inhabitants,2010,43.4,
Cameroon,Africa,CMR,Total fixed broadband subscriptions,2010,5954,
Canada,The Americas,CAN,Active mobile-broadband subscriptions per 100 inhabitants,2010,29.5,
Canada,The Americas,CAN,Female Internet users as a % of total female population,2010,79.2,
Canada,The Americas,CAN,Fixed broadband subscriptions per 100 inhabitants,2010,31.8,
Canada,The Americas,CAN,Fixed broadband subscriptions: >10 Mbit/s,2010,2633351,
Canada,The Americas,CAN,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,7854023,
Canada,The Americas,CAN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,696678,
Canada,The Americas,CAN,Fixed-telephone subscriptions per 100 inhabitants,2010,54.2,
Canada,The Americas,CAN,Households with a computer at home (%),2010,82.7,
Canada,The Americas,CAN,Households with Internet access at home (%),2010,78.4,
Canada,The Americas,CAN,Individuals using the Internet. total (%),2010,80.3,
Canada,The Americas,CAN,International bandwidth per Internet user (kbit/s),2010,57751.7,
Canada,The Americas,CAN,Internet users: 15-24 years as a % of all 15-24 years,2010,97.5,
Canada,The Americas,CAN,Internet users: 25-74 years as a % of all 25-74 years,2010,82.1,
Canada,The Americas,CAN,Internet users: 75+ years as a % of all 75+ years,2010,26.6,
Canada,The Americas,CAN,Male Internet users as a % of total male population,2010,81.5,
Canada,The Americas,CAN,Mobile-cellular subscriptions per 100 inhabitants,2010,76,
Canada,The Americas,CAN,Population covered by a mobile-cellular network (%),2010,99,
Canada,The Americas,CAN,Population covered by at least a 3G mobile network (%),2010,98,
Canada,The Americas,CAN,Total fixed broadband subscriptions,2010,10817103,
Central African Rep.,Africa,CAF,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Central African Rep.,Africa,CAF,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,0,
Central African Rep.,Africa,CAF,Fixed-telephone subscriptions per 100 inhabitants,2010,0,
Central African Rep.,Africa,CAF,Individuals using the Internet. total (%),2010,2,yes
Central African Rep.,Africa,CAF,International bandwidth per Internet user (kbit/s),2010,193.1,
Central African Rep.,Africa,CAF,Mobile-cellular subscriptions per 100 inhabitants,2010,21,
Central African Rep.,Africa,CAF,Population covered by a mobile-cellular network (%),2010,55,
Chad,Africa,TCD,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Chad,Africa,TCD,Fixed broadband subscriptions per 100 inhabitants,2010,0,
Chad,Africa,TCD,Fixed-telephone subscriptions per 100 inhabitants,2010,0.4,
Chad,Africa,TCD,Individuals using the Internet. total (%),2010,1.7,yes
Chad,Africa,TCD,International bandwidth per Internet user (kbit/s),2010,95,
Chad,Africa,TCD,Mobile-cellular subscriptions per 100 inhabitants,2010,24.2,
Chad,Africa,TCD,Population covered by a mobile-cellular network (%),2010,25.2,
Chad,Africa,TCD,Total fixed broadband subscriptions,2010,331,
Chile,The Americas,CHL,Active mobile-broadband subscriptions per 100 inhabitants,2010,8.5,
Chile,The Americas,CHL,Fixed broadband subscriptions per 100 inhabitants,2010,10.5,
Chile,The Americas,CHL,Fixed broadband subscriptions: >10 Mbit/s,2010,134090,
Chile,The Americas,CHL,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,702735,
Chile,The Americas,CHL,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,952530,
Chile,The Americas,CHL,Fixed-telephone subscriptions per 100 inhabitants,2010,20.3,
Chile,The Americas,CHL,Individuals using the Internet. total (%),2010,45,yes
Chile,The Americas,CHL,International bandwidth per Internet user (kbit/s),2010,19263.3,
Chile,The Americas,CHL,Mobile-cellular subscriptions per 100 inhabitants,2010,116.7,
Chile,The Americas,CHL,Population covered by a mobile-cellular network (%),2010,100,
Chile,The Americas,CHL,Total fixed broadband subscriptions,2010,1789355,
China,Asia & Pacific,CHN,Active mobile-broadband subscriptions per 100 inhabitants,2010,3.5,
China,Asia & Pacific,CHN,Fixed broadband subscriptions per 100 inhabitants,2010,9.4,
China,Asia & Pacific,CHN,Fixed-telephone subscriptions per 100 inhabitants,2010,21.8,
China,Asia & Pacific,CHN,Individuals using the Internet. total (%),2010,34.3,
China,Asia & Pacific,CHN,International bandwidth per Internet user (kbit/s),2010,2376.5,
China,Asia & Pacific,CHN,Mobile-cellular subscriptions per 100 inhabitants,2010,63.7,
China,Asia & Pacific,CHN,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2010,21186.7,
China,Asia & Pacific,CHN,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2010,655.3,
China,Asia & Pacific,CHN,Population covered by a mobile-cellular network (%),2010,99.5,
China,Asia & Pacific,CHN,Total fixed broadband subscriptions,2010,126337000,
Colombia,The Americas,COL,Active mobile-broadband subscriptions per 100 inhabitants,2010,2.5,
Colombia,The Americas,COL,Female Internet users as a % of total female population,2010,36.1,
Colombia,The Americas,COL,Fixed broadband subscriptions per 100 inhabitants,2010,5.9,
Colombia,The Americas,COL,Fixed broadband subscriptions: >10 Mbit/s,2010,4195,
Colombia,The Americas,COL,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,714281,
Colombia,The Americas,COL,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,1878082,
Colombia,The Americas,COL,Fixed-telephone subscriptions per 100 inhabitants,2010,16,
Colombia,The Americas,COL,Households with a computer at home (%),2010,26.1,
Colombia,The Americas,COL,Households with Internet access at home (%),2010,19.3,
Colombia,The Americas,COL,Households with Internet access at home. rural (%),2010,1.6,
Colombia,The Americas,COL,Households with Internet access at home. urban (%),2010,24.4,
Colombia,The Americas,COL,Individuals using the Internet. total (%),2010,36.5,
Colombia,The Americas,COL,International bandwidth per Internet user (kbit/s),2010,10583.2,
Colombia,The Americas,COL,Male Internet users as a % of total male population,2010,36.9,
Colombia,The Americas,COL,Mobile-cellular subscriptions per 100 inhabitants,2010,99.2,
Colombia,The Americas,COL,Total fixed broadband subscriptions,2010,2643033,
Comoros,Arab States,COM,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Comoros,Arab States,COM,Fixed broadband subscriptions per 100 inhabitants,2010,0.1,
Comoros,Arab States,COM,Fixed-telephone subscriptions per 100 inhabitants,2010,3.2,
Comoros,Arab States,COM,Individuals using the Internet. total (%),2010,5.1,yes
Comoros,Arab States,COM,International bandwidth per Internet user (kbit/s),2010,4961.6,
Comoros,Arab States,COM,Mobile-cellular subscriptions per 100 inhabitants,2010,25.2,
Comoros,Arab States,COM,Total fixed broadband subscriptions,2010,329,
Congo (Rep. of the),Africa,COG,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Congo (Rep. of the),Africa,COG,Fixed broadband subscriptions per 100 inhabitants,2010,0,
Congo (Rep. of the),Africa,COG,Fixed broadband subscriptions: >10 Mbit/s,2010,0,
Congo (Rep. of the),Africa,COG,Fixed-telephone subscriptions per 100 inhabitants,2010,0.3,
Congo (Rep. of the),Africa,COG,Individuals using the Internet. total (%),2010,5,yes
Congo (Rep. of the),Africa,COG,International bandwidth per Internet user (kbit/s),2010,108.2,
Congo (Rep. of the),Africa,COG,Mobile-cellular subscriptions per 100 inhabitants,2010,83.8,
Congo (Rep. of the),Africa,COG,Population covered by a mobile-cellular network (%),2010,93,
Congo (Rep. of the),Africa,COG,Total fixed broadband subscriptions,2010,250,
Costa Rica,The Americas,CRI,Active mobile-broadband subscriptions per 100 inhabitants,2010,7.3,
Costa Rica,The Americas,CRI,Fixed broadband subscriptions per 100 inhabitants,2010,8.6,
Costa Rica,The Americas,CRI,Fixed broadband subscriptions: >10 Mbit/s,2010,165,
Costa Rica,The Americas,CRI,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,71043,
Costa Rica,The Americas,CRI,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,325054,
Costa Rica,The Americas,CRI,Fixed-telephone subscriptions per 100 inhabitants,2010,22.9,
Costa Rica,The Americas,CRI,Households with a computer at home (%),2010,41.3,
Costa Rica,The Americas,CRI,Households with Internet access at home (%),2010,24.1,
Costa Rica,The Americas,CRI,Households with Internet access at home. rural (%),2010,10.9,
Costa Rica,The Americas,CRI,Households with Internet access at home. urban (%),2010,31.9,
Costa Rica,The Americas,CRI,Individuals using the Internet. total (%),2010,36.5,
Costa Rica,The Americas,CRI,International bandwidth per Internet user (kbit/s),2010,12786.9,
Costa Rica,The Americas,CRI,Mobile-cellular subscriptions per 100 inhabitants,2010,67.7,
Costa Rica,The Americas,CRI,Total fixed broadband subscriptions,2010,396262,
Côte d'Ivoire,Africa,CIV,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Côte d'Ivoire,Africa,CIV,Fixed-telephone subscriptions per 100 inhabitants,2010,1.3,
Côte d'Ivoire,Africa,CIV,Individuals using the Internet. total (%),2010,2.7,yes
Côte d'Ivoire,Africa,CIV,International bandwidth per Internet user (kbit/s),2010,7014.6,
Côte d'Ivoire,Africa,CIV,Mobile-cellular subscriptions per 100 inhabitants,2010,73.9,
Côte d'Ivoire,Africa,CIV,Population covered by a mobile-cellular network (%),2010,92.1,
Côte d'Ivoire,Africa,CIV,Population covered by at least a 3G mobile network (%),2010,0,
Croatia,Europe,HRV,Active mobile-broadband subscriptions per 100 inhabitants,2010,7.5,
Croatia,Europe,HRV,Female Internet users as a % of total female population,2010,48.3,
Croatia,Europe,HRV,Fixed broadband subscriptions per 100 inhabitants,2010,19.2,
Croatia,Europe,HRV,Fixed broadband subscriptions: >10 Mbit/s,2010,28726,
Croatia,Europe,HRV,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,734669,
Croatia,Europe,HRV,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,40428,
Croatia,Europe,HRV,Fixed-telephone subscriptions per 100 inhabitants,2010,42.7,
Croatia,Europe,HRV,Households with a computer at home (%),2010,60,
Croatia,Europe,HRV,Households with Internet access at home (%),2010,56.5,
Croatia,Europe,HRV,Individuals using the Internet. total (%),2010,56.6,
Croatia,Europe,HRV,International bandwidth per Internet user (kbit/s),2010,22262.8,
Croatia,Europe,HRV,Internet users: 15-24 years as a % of all 15-24 years,2010,94.7,
Croatia,Europe,HRV,Internet users: 25-74 years as a % of all 25-74 years,2010,49.1,
Croatia,Europe,HRV,Male Internet users as a % of total male population,2010,65.8,
Croatia,Europe,HRV,Mobile-cellular subscriptions per 100 inhabitants,2010,112.8,yes
Croatia,Europe,HRV,Population covered by a mobile-cellular network (%),2010,100,
Croatia,Europe,HRV,Population covered by at least a 3G mobile network (%),2010,78.8,
Croatia,Europe,HRV,Total fixed broadband subscriptions,2010,837862,
Cuba,The Americas,CUB,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Cuba,The Americas,CUB,Fixed broadband subscriptions per 100 inhabitants,2010,0,
Cuba,The Americas,CUB,Fixed-telephone subscriptions per 100 inhabitants,2010,10.3,
Cuba,The Americas,CUB,Individuals using the Internet. total (%),2010,15.9,
Cuba,The Americas,CUB,International bandwidth per Internet user (kbit/s),2010,218.9,
Cuba,The Americas,CUB,Mobile-cellular subscriptions per 100 inhabitants,2010,8.9,
Cuba,The Americas,CUB,Population covered by a mobile-cellular network (%),2010,78,
Cuba,The Americas,CUB,Total fixed broadband subscriptions,2010,3706,
Cyprus,Europe,CYP,Active mobile-broadband subscriptions per 100 inhabitants,2010,38.7,
Cyprus,Europe,CYP,Female Internet users as a % of total female population,2010,51.3,
Cyprus,Europe,CYP,Fixed broadband subscriptions per 100 inhabitants,2010,23.2,
Cyprus,Europe,CYP,Fixed broadband subscriptions: >10 Mbit/s,2010,9270,
Cyprus,Europe,CYP,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,66640,
Cyprus,Europe,CYP,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,118545,
Cyprus,Europe,CYP,Fixed-telephone subscriptions per 100 inhabitants,2010,49.2,
Cyprus,Europe,CYP,Households with a computer at home (%),2010,60.5,
Cyprus,Europe,CYP,Households with Internet access at home (%),2010,53.7,
Cyprus,Europe,CYP,Individuals using the Internet. total (%),2010,53,
Cyprus,Europe,CYP,International bandwidth per Internet user (kbit/s),2010,67863.6,
Cyprus,Europe,CYP,Internet users: 15-24 years as a % of all 15-24 years,2010,91.5,
Cyprus,Europe,CYP,Internet users: 25-74 years as a % of all 25-74 years,2010,44.7,
Cyprus,Europe,CYP,Male Internet users as a % of total male population,2010,54.8,
Cyprus,Europe,CYP,Mobile-cellular subscriptions per 100 inhabitants,2010,123.1,
Cyprus,Europe,CYP,Population covered by a mobile-cellular network (%),2010,100,
Cyprus,Europe,CYP,Population covered by at least a 3G mobile network (%),2010,85,
Cyprus,Europe,CYP,Total fixed broadband subscriptions,2010,194455,
Czech Republic,Europe,CZE,Active mobile-broadband subscriptions per 100 inhabitants,2010,34.2,
Czech Republic,Europe,CZE,Female Internet users as a % of total female population,2010,65.9,
Czech Republic,Europe,CZE,Fixed broadband subscriptions per 100 inhabitants,2010,21.6,
Czech Republic,Europe,CZE,Fixed broadband subscriptions: >10 Mbit/s,2010,542000,
Czech Republic,Europe,CZE,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,941000,
Czech Republic,Europe,CZE,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,47000,
Czech Republic,Europe,CZE,Fixed-telephone subscriptions per 100 inhabitants,2010,22.6,
Czech Republic,Europe,CZE,Households with a computer at home (%),2010,64.1,
Czech Republic,Europe,CZE,Households with Internet access at home (%),2010,60.5,
Czech Republic,Europe,CZE,Individuals using the Internet. total (%),2010,68.8,
Czech Republic,Europe,CZE,International bandwidth per Internet user (kbit/s),2010,65404.5,
Czech Republic,Europe,CZE,Internet users: 15-24 years as a % of all 15-24 years,2010,94.8,
Czech Republic,Europe,CZE,Internet users: 25-74 years as a % of all 25-74 years,2010,64.4,
Czech Republic,Europe,CZE,Internet users: 75+ years as a % of all 75+ years,2010,5.5,
Czech Republic,Europe,CZE,Male Internet users as a % of total male population,2010,71.8,
Czech Republic,Europe,CZE,Mobile-cellular subscriptions per 100 inhabitants,2010,123.6,
Czech Republic,Europe,CZE,Population covered by a mobile-cellular network (%),2010,99.8,
Czech Republic,Europe,CZE,Population covered by at least a 3G mobile network (%),2010,90.4,
Czech Republic,Europe,CZE,Total fixed broadband subscriptions,2010,2261179,
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Fixed-telephone subscriptions per 100 inhabitants,2010,4.8,
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Individuals using the Internet. total (%),2010,0,yes
Dem. People's Rep. of Korea,Asia & Pacific,PRK,Mobile-cellular subscriptions per 100 inhabitants,2010,1.7,
Dem. Rep. of the Congo,Africa,COD,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Dem. Rep. of the Congo,Africa,COD,Fixed broadband subscriptions per 100 inhabitants,2010,0,
Dem. Rep. of the Congo,Africa,COD,Fixed-telephone subscriptions per 100 inhabitants,2010,0.1,
Dem. Rep. of the Congo,Africa,COD,Individuals using the Internet. total (%),2010,0.7,
Dem. Rep. of the Congo,Africa,COD,International bandwidth per Internet user (kbit/s),2010,230.1,
Dem. Rep. of the Congo,Africa,COD,Mobile-cellular subscriptions per 100 inhabitants,2010,17.8,
Dem. Rep. of the Congo,Africa,COD,Population covered by a mobile-cellular network (%),2010,50,
Dem. Rep. of the Congo,Africa,COD,Population covered by at least a 3G mobile network (%),2010,0,
Dem. Rep. of the Congo,Africa,COD,Total fixed broadband subscriptions,2010,0,yes
Denmark,Europe,DNK,Active mobile-broadband subscriptions per 100 inhabitants,2010,63.9,
Denmark,Europe,DNK,Female Internet users as a % of total female population,2010,88.2,
Denmark,Europe,DNK,Fixed broadband subscriptions per 100 inhabitants,2010,38.1,
Denmark,Europe,DNK,Fixed broadband subscriptions: >10 Mbit/s,2010,1004133,
Denmark,Europe,DNK,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,992839,
